DATE,MODEL,IDENT,RTE,DURATION,NIGHT,XTY,SIC,PIC,REMARKS
7/13/2019,DC-9,N4XY,DFW-ELP,1.8,,1.8,1.8,,
7/13/2019,DC-9,N4XY,ELP-DFW,1.8,,1.8,1.8,,
7/14/2019,DC-9,N4XV,STL-DFW,2.0,,2.0,2.0,,
7/14/2019,DC-9,N501,DFW-MEM,1.5,,1.5,1.5,,
7/14/2019,DC-9,N501,MEM-DFW,1.4,,1.4,1.4,,
7/17/2019,DC-9,N4XD,DFW-ELP,1.4,,1.4,1.4,,
7/17/2019,DC-9,N4XD,ELP-DFW,1.9,,1.9,1.9,,
7/17/2019,DC-9,N4YD,DFW-VPS,1.9,,1.9,1.9,,
7/18/2019,DC-9,N4YR,VPS-DFW,2.2,,2.2,2.2,,
7/18/2019,DC-9,N4YR,DFW-MFE,1.4,,1.4,1.4,,
7/19/2019,DC-9,N4YR,MFE-DFW,1.4,,1.4,1.4,,
7/19/2019,DC-9,N4YN,DFW-IAH,1.1,,1.1,1.1,,
7/19/2019,DC-9,N4YN,IAH-DFW,1.1,,1.1,1.1,,
7/19/2019,DC-9,N4XE,DFW-SAT,1.1,,1.1,1.1,,
7/20/2019,DC-9,N4YD,DFW-JAX,4.2,,4.2,4.2,,
7/20/2019,DC-9,N4YD,JAX-DFW,2.4,,2.4,2.4,,
7/27/2019,DC-9,N4YB,DFW-IAH,1.2,,1.2,1.2,,
7/27/2019,DC-9,N4YB,IAH-DFW,1.0,,1.0,1.0,,
7/27/2019,DC-9,N4YL,DFW-CVG,2.0,,2.0,2.0,,
7/28/2019,DC-9,N4XX,CVG-DFW,2.2,,2.2,2.2,,
7/28/2019,DC-9,N4XX,DFW-MFE,1.5,,1.5,1.5,,
7/29/2019,DC-9,N4YE,DFW-GRR,2.5,,2.5,2.5,,
8/4/2019,DC-9,N4XF,DFW-GRR,2.3,,2.3,2.3,,
8/4/2019,DC-9,N4XF,GRR-DFW,2.2,,2.2,2.2,,
8/4/2019,DC-9,N4XF,DFW-RDU,2.7,,2.7,2.7,,
8/5/2019,DC-9,N4XW,DFW-CVG,2.2,,2.2,2.2,,
8/6/2019,DC-9,N4XD,CVG-DFW,2.2,,2.2,2.2,,
8/6/2019,DC-9,N4XD,DFW-CMH,2.3,,2.3,2.3,,
8/7/2019,DC-9,N4YD,CMH-DFW,2.6,,2.6,2.6,,
8/11/2019,DC-9,N501,DFW-GRR,2.5,,2.5,2.5,,
8/11/2019,DC-9,N501,GRR-DFW,2.5,,2.5,2.5,,
8/11/2019,DC-9,N4XM,DFW-RDU,2.7,,2.7,2.7,,
8/13/2019,DC-9,N4XM,DFW-CMH,2.4,,2.4,2.4,,
8/14/2019,DC-9,N4YL,CMH-DFW,2.4,,2.4,2.4,,
8/18/2019,DC-9,N4YT,DFW-STL,1.7,,1.7,1.7,,
8/19/2019,DC-9,N4XD,STL-DFW,1.8,,1.8,1.8,,
8/19/2019,DC-9,N4XD,DFW-OKC,1.0,,1.0,1.0,,
8/19/2019,DC-9,N4XD,OKC-DFW,0.9,,0.9,0.9,,
8/19/2019,DC-9,N4XH,DFW-VPS,1.9,,1.9,1.9,,
8/20/2019,DC-9,N4XR,VPS-DFW,2.0,,2.0,2.0,,
8/20/2019,DC-9,N4XR,DFW-CMH,2.4,,2.4,2.4,,
10/11/2019,B-767,N346,PHL-LAS,5.7,,5.7,5.7,,
10/12/2019,B-757,N5FF,LAS-DFW,2.5,,2.5,2.5,,
10/12/2019,B-757,N5FJ,DFW-LAS,2.8,,2.8,2.8,,
10/13/2019,B-757,N5FJ,LAS-DFW,2.4,,2.4,2.4,,
10/13/2019,B-757,N5FA,DFW-PHL,2.8,,2.8,2.8,,
10/18/2019,B-767,N395,PHL-BUD,8.6,,8.6,8.6,,
10/20/2019,B-767,N385,BUD-PHL,10.0,,10.0,10.0,,
10/24/2019,B-767,N350,PHL-ZRH,7.5,,7.5,7.5,,
10/26/2019,B-767,N350,ZRH-PHL,9.0,,9.0,9.0,,
11/3/2019,B-757,N5ER,PHL-DFW,3.7,,3.7,3.7,,
11/3/2019,B-757,N5ET,DFW-MIA,2.6,,2.6,2.6,,
11/4/2019,B-767,N399,MIA-CUN,1.7,,1.7,1.7,,
11/4/2019,B-767,N399,CUN-MIA,1.6,,1.6,1.6,,
11/4/2019,B-767,N348,MIA-SJU,2.4,,2.4,2.4,,
11/5/2019,B-767,N348,SJU-MIA,2.7,,2.7,2.7,,
11/5/2019,B-757,N5ES,MIA-DFW,3.0,,3.0,3.0,,
11/6/2019,B-757,N5FD,DFW-PHL,2.9,,2.9,2.9,,
11/15/2019,B-767,N388,PHL-MAN,6.3,,6.3,6.3,,
11/17/2019,B-767,N388,MAN-MAN,1.0,,1.0,1.0,,
11/17/2019,B-767,N388,MAN-PHL,8.0,,8.0,8.0,,
11/19/2019,B-757,N5EX,PHL-DFW,3.6,,3.6,3.6,,
11/19/2019,B-757,N5EX,DFW-MIA,2.7,,2.7,2.7,,
11/20/2019,B-767,N390,MIA-CUN,2.1,,2.1,2.1,,
11/20/2019,B-767,N390,CUN-MIA,1.7,,1.7,1.7,,
11/20/2019,B-767,N393,MIA-SJU,2.4,,2.4,2.4,,
11/21/2019,B-767,N393,SJU-MIA,2.8,,2.8,2.8,,
11/25/2019,B-757,N5ET,PHL-DFW,3.5,,3.5,3.5,,
11/25/2019,B-757,N5DJ,DFW-LAS,3.1,,3.1,3.1,,
11/26/2019,B-767,N347,LAS-MIA,4.3,,4.3,4.3,,
11/26/2019,B-767,N385,MIA-SJU,2.6,,2.6,2.6,,
11/28/2019,B-767,N396,SJU-MIA,2.7,,2.7,2.7,,
12/1/2019,B-757,N5DJ,PHL-LAS,5.4,,5.4,5.4,,
12/2/2019,B-757,N5FE,LAS-DFW,2.4,,2.4,2.4,,
12/2/2019,B-757,N5FE,DFW-JFK,4.0,,4.0,4.0,,
12/3/2019,B-757,N5FE,JFK-DFW,4.5,,4.5,4.5,,
12/3/2019,B-757,N5DJ,DFW-PHL,2.8,,2.8,2.8,,
12/4/2019,B-757,N5FH,PHL-DFW,3.6,,3.6,3.6,,
12/4/2019,B-757,N5ES,DFW-LAS,4.5,,4.5,4.5,,
12/5/2019,B-767,N342,LAS-PHL,4.1,,4.1,4.1,,
12/16/2019,B-767,N393,PHL-LAS,5.3,,5.3,5.3,,
12/17/2019,B-757,N5EX,LAS-MIA,4.8,,4.8,4.8,,
12/18/2019,B-757,N5ET,MIA-DFW,3.1,,3.1,3.1,,
12/18/2019,B-757,N5ET,DFW-PHL,2.9,,2.9,2.9,,
12/21/2019,B-757,N5FS,PHL-STT,3.6,,3.6,3.6,,
12/21/2019,B-757,N5EX,STT-PHL,4.3,,4.3,4.3,,
12/24/2019,B-767,N391,PHL-ZRH,7.6,,7.6,7.6,,
12/26/2019,B-767,N349,ZRH-PHL,8.6,,8.6,8.6,,
12/29/2019,B-757,N5FF,PHL-MIA,2.6,,2.6,2.6,,
12/29/2019,B-767,N348,MIA-GYE,4.3,,4.3,4.3,,
12/31/2019,B-767,N347,GYE-MIA,4.8,,4.8,4.8,,
12/31/2019,B-767,N342,MIA-PHL,2.8,,2.8,2.8,,
1/4/2020,B-757,N5FL,CLT-SXM,4.1,,4.1,4.1,,
1/4/2020,B-757,N5FL,SXM-CLT,4.0,,4.0,4.0,,
1/5/2020,B-757,N5ER,CLT-STT,3.6,,3.6,3.6,,
1/5/2020,B-757,N5ER,STT-CLT,4.0,,4.0,4.0,,
1/6/2020,B-757,N5FD,CLT-PHL,1.5,,1.5,1.5,,
1/13/2020,B-757,N5ER,PHL-DFW,3.9,,3.9,3.9,,
1/13/2020,B-757,N5ER,DFW-MIA,2.5,,2.5,2.5,,
1/14/2020,B-767,N399,MIA-ORD,3.3,,3.3,3.3,,
1/14/2020,B-767,N399,ORD-MIA,3.0,,3.0,3.0,,
1/15/2020,B-757,N5EX,MIA-PHL,2.7,,2.7,2.7,,
1/18/2020,B-767,N396,PHL-MIA,2.9,,2.9,2.9,,
1/19/2020,B-767,N396,MIA-SFO,6.1,,6.1,6.1,,
1/20/2020,B-767,N391,SFO-PHL,5.1,,5.1,5.1,,
1/24/2020,B-767,N399,PHL-MIA,3.0,,3.0,3.0,,
1/25/2020,B-767,N342,MIA-SFO,6.2,,6.2,6.2,,
1/26/2020,B-767,N343,SFO-PHL,5.3,,5.3,5.3,,
2/17/2020,B-767,N390,PHL-MIA,3.0,,3.0,3.0,,
2/18/2020,B-757,N5FC,MIA-UVF,3.1,,3.1,3.1,,
2/18/2020,B-757,N5FC,UVF-MIA,4.5,,4.5,4.5,,
2/19/2020,B-757,N5FG,MIA-CUN,1.8,,1.8,1.8,,
2/19/2020,B-757,N5FG,CUN-MIA,1.8,,1.8,1.8,,
2/19/2020,B-757,N5ES,MIA-PHL,2.5,,2.5,2.5,,
2/20/2020,B-757,N5DJ,PHL-DFW,3.8,,3.8,3.8,,
2/21/2020,B-757,N5FG,DFW-MIA,2.4,,2.4,2.4,,
2/21/2020,B-757,N5FG,MIA-DFW,3.3,,3.3,3.3,,
2/22/2020,B-757,N5FJ,DFW-BOS,3.5,,3.5,3.5,,
2/22/2020,B-757,N5FJ,BOS-PHL,1.3,,1.3,1.3,,
2/26/2020,B-767,N346,PHL-MIA,2.9,,2.9,2.9,,
2/27/2020,B-767,N398,MIA-SFO,6.4,,6.4,6.4,,
2/28/2020,B-767,N347,SFO-PHL,5.2,,5.2,5.2,,
2/29/2020,B-767,N348,PHL-MIA,2.7,,2.7,2.7,,
3/1/2020,B-767,N393,MIA-CUN,1.9,,1.9,1.9,,
3/1/2020,B-767,N393,CUN-MIA,1.6,,1.6,1.6,,
3/1/2020,B-757,N5EX,MIA-DFW,3.5,,3.5,3.5,,
3/2/2020,B-757,N5FC,DFW-MIA,2.4,,2.4,2.4,,
3/2/2020,B-767,N349,MIA-PHL,2.8,,2.8,2.8,,
3/8/2020,B-757,N5FL,PHL-DFW,3.5,,3.5,3.5,,
3/9/2020,B-757,N5FJ,DFW-MIA,2.6,,2.6,2.6,,
3/9/2020,B-757,N5DK,MIA-DFW,3.2,,3.2,3.2,,
3/10/2020,B-757,N5EV,DFW-MIA,2.8,,2.8,2.8,,
3/10/2020,B-757,N5FE,MIA-PHL,2.6,,2.6,2.6,,
3/13/2020,B-757,N5EU,PHL-DFW,4.3,,4.3,4.3,,
3/13/2020,B-757,N5EY,DFW-MIA,2.6,,2.6,2.6,,
3/14/2020,B-767,N398,MIA-SJU,2.3,,2.3,2.3,,
3/15/2020,B-767,N398,SJU-MIA,2.7,,2.7,2.7,,
3/15/2020,B-767,N398,MIA-PHL,2.6,,2.6,2.6,,
3/23/2020,B-767,N342,MIA-PHL,2.7,,2.7,2.7,,
6/29/2020,B-777,N7LH,MIA-LHR,8.2,,8.2,8.2,,
7/1/2020,B-777,N7LW,LHR-MIA,8.9,,8.9,8.9,,
7/11/2020,B-777,N7LV,DFW-LHR,9.0,,9.0,9.0,,
7/13/2020,B-777,N7LG,LHR-DFW,9.9,,9.9,9.9,,
